,datetime,expt_num,sitename,type,index,value
4,2023-01-29 06:00:00,0,DLSU-BLAST,light_intensity,0,0.416667
28,2023-01-29 06:30:00,0,DLSU-BLAST,light_intensity,0,909.167
52,2023-01-29 07:00:00,0,DLSU-BLAST,light_intensity,0,872.083
76,2023-01-29 07:30:00,0,DLSU-BLAST,light_intensity,0,807.917
100,2023-01-29 08:00:00,0,DLSU-BLAST,light_intensity,0,732.5
124,2023-01-29 08:30:00,0,DLSU-BLAST,light_intensity,0,840.417
148,2023-01-29 09:00:00,0,DLSU-BLAST,light_intensity,0,815.833
172,2023-01-29 09:30:00,0,DLSU-BLAST,light_intensity,0,810.833
196,2023-01-29 10:00:00,0,DLSU-BLAST,light_intensity,0,735.417
220,2023-01-29 10:30:00,0,DLSU-BLAST,light_intensity,0,808.75
244,2023-01-29 11:00:00,0,DLSU-BLAST,light_intensity,0,767.5
268,2023-01-29 11:30:00,0,DLSU-BLAST,light_intensity,0,731.25
292,2023-01-29 12:00:00,0,DLSU-BLAST,light_intensity,0,676.667
316,2023-01-29 12:30:00,0,DLSU-BLAST,light_intensity,0,701.25
340,2023-01-29 13:00:00,0,DLSU-BLAST,light_intensity,0,685.0
364,2023-01-29 13:30:00,0,DLSU-BLAST,light_intensity,0,667.917
388,2023-01-29 14:00:00,0,DLSU-BLAST,light_intensity,0,646.25
412,2023-01-29 14:30:00,0,DLSU-BLAST,light_intensity,0,646.25
436,2023-01-29 15:00:00,0,DLSU-BLAST,light_intensity,0,654.167
460,2023-01-29 15:26:00,0,DLSU-BLAST,light_intensity,0,805.0
484,2023-01-29 15:41:00,0,DLSU-BLAST,light_intensity,0,849.583
508,2023-01-29 16:11:00,0,DLSU-BLAST,light_intensity,0,640.0
532,2023-01-29 16:41:00,0,DLSU-BLAST,light_intensity,0,638.75
556,2023-01-29 17:11:00,0,DLSU-BLAST,light_intensity,0,632.083
580,2023-01-29 17:41:00,0,DLSU-BLAST,light_intensity,0,617.083
604,2023-01-29 18:11:00,0,DLSU-BLAST,light_intensity,0,639.583
628,2023-01-29 18:41:00,0,DLSU-BLAST,light_intensity,0,647.083
652,2023-01-29 19:11:00,0,DLSU-BLAST,light_intensity,0,684.583
676,2023-01-29 19:41:00,0,DLSU-BLAST,light_intensity,0,660.417
700,2023-01-29 20:11:00,0,DLSU-BLAST,light_intensity,0,672.5
724,2023-01-29 20:41:00,0,DLSU-BLAST,light_intensity,0,692.5
748,2023-01-29 21:11:00,0,DLSU-BLAST,light_intensity,0,665.0
772,2023-01-29 21:41:00,0,DLSU-BLAST,light_intensity,0,708.333
796,2023-01-30 16:30:00,0,DLSU-BLAST,light_intensity,0,542.5
820,2023-01-30 17:00:00,0,DLSU-BLAST,light_intensity,0,530.417
844,2023-01-30 17:30:00,0,DLSU-BLAST,light_intensity,0,522.083
868,2023-01-30 18:00:00,0,DLSU-BLAST,light_intensity,0,514.583
892,2023-01-30 18:30:00,0,DLSU-BLAST,light_intensity,0,534.167
916,2023-01-30 19:00:00,0,DLSU-BLAST,light_intensity,0,523.333
940,2023-01-30 19:30:00,0,DLSU-BLAST,light_intensity,0,507.083
964,2023-01-30 20:00:00,0,DLSU-BLAST,light_intensity,0,504.583
988,2023-01-30 20:30:00,0,DLSU-BLAST,light_intensity,0,510.0
1012,2023-01-30 21:00:00,0,DLSU-BLAST,light_intensity,0,512.5
1036,2023-01-30 21:30:00,0,DLSU-BLAST,light_intensity,0,496.667
1060,2023-01-31 06:00:00,0,DLSU-BLAST,light_intensity,0,0.416667
1084,2023-01-31 06:30:00,0,DLSU-BLAST,light_intensity,0,563.333
1108,2023-01-31 07:00:00,0,DLSU-BLAST,light_intensity,0,566.667
1132,2023-01-31 07:30:00,0,DLSU-BLAST,light_intensity,0,639.583
1156,2023-01-31 08:00:00,0,DLSU-BLAST,light_intensity,0,619.167
1180,2023-01-31 08:30:00,0,DLSU-BLAST,light_intensity,0,630.417
1204,2023-01-31 09:00:00,0,DLSU-BLAST,light_intensity,0,552.917
1228,2023-01-31 09:30:00,0,DLSU-BLAST,light_intensity,0,635.417
1252,2023-01-31 10:00:00,0,DLSU-BLAST,light_intensity,0,632.083
1276,2023-01-31 10:30:00,0,DLSU-BLAST,light_intensity,0,655.833
1300,2023-01-31 11:00:00,0,DLSU-BLAST,light_intensity,0,604.583
1324,2023-01-31 11:30:00,0,DLSU-BLAST,light_intensity,0,599.167
1348,2023-01-31 12:00:00,0,DLSU-BLAST,light_intensity,0,568.333
1372,2023-01-31 12:30:00,0,DLSU-BLAST,light_intensity,0,581.667
1396,2023-01-31 13:00:00,0,DLSU-BLAST,light_intensity,0,565.833
1420,2023-01-31 13:30:00,0,DLSU-BLAST,light_intensity,0,541.667
1444,2023-01-31 14:00:00,0,DLSU-BLAST,light_intensity,0,508.333
1468,2023-01-31 14:30:00,0,DLSU-BLAST,light_intensity,0,541.25
1492,2023-01-31 15:00:00,0,DLSU-BLAST,light_intensity,0,520.0
1516,2023-01-31 15:30:00,0,DLSU-BLAST,light_intensity,0,510.833
1540,2023-01-31 16:00:00,0,DLSU-BLAST,light_intensity,0,503.75
1564,2023-01-31 16:30:00,0,DLSU-BLAST,light_intensity,0,492.083
1588,2023-01-31 17:00:00,0,DLSU-BLAST,light_intensity,0,473.333
1612,2023-01-31 17:30:00,0,DLSU-BLAST,light_intensity,0,462.5
1636,2023-01-31 18:00:00,0,DLSU-BLAST,light_intensity,0,450.833
1660,2023-01-31 18:30:00,0,DLSU-BLAST,light_intensity,0,458.75
1684,2023-01-31 19:00:00,0,DLSU-BLAST,light_intensity,0,452.917
1708,2023-01-31 19:30:00,0,DLSU-BLAST,light_intensity,0,455.417
1732,2023-01-31 20:00:00,0,DLSU-BLAST,light_intensity,0,454.583
1756,2023-01-31 20:30:00,0,DLSU-BLAST,light_intensity,0,456.667
1780,2023-01-31 21:00:00,0,DLSU-BLAST,light_intensity,0,463.333
1804,2023-01-31 21:30:00,0,DLSU-BLAST,light_intensity,0,470.417
1828,2023-02-01 06:00:00,0,DLSU-BLAST,light_intensity,0,0.416667
1852,2023-02-01 06:30:00,0,DLSU-BLAST,light_intensity,0,539.583
1876,2023-02-01 07:00:00,0,DLSU-BLAST,light_intensity,0,488.75
1900,2023-02-01 07:30:00,0,DLSU-BLAST,light_intensity,0,397.5
1924,2023-02-01 08:00:00,0,DLSU-BLAST,light_intensity,0,442.083
1948,2023-02-01 08:30:00,0,DLSU-BLAST,light_intensity,0,422.083
1972,2023-02-01 09:00:00,0,DLSU-BLAST,light_intensity,0,576.25
1996,2023-02-01 09:30:00,0,DLSU-BLAST,light_intensity,0,592.083
2020,2023-02-01 10:00:00,0,DLSU-BLAST,light_intensity,0,554.583
2044,2023-02-01 10:30:00,0,DLSU-BLAST,light_intensity,0,442.917
2068,2023-02-01 11:00:00,0,DLSU-BLAST,light_intensity,0,427.083
2092,2023-02-01 11:30:00,0,DLSU-BLAST,light_intensity,0,382.5
2116,2023-02-01 12:00:00,0,DLSU-BLAST,light_intensity,0,392.5
2140,2023-02-01 12:30:00,0,DLSU-BLAST,light_intensity,0,375.417
2164,2023-02-01 13:00:00,0,DLSU-BLAST,light_intensity,0,363.75
2188,2023-02-01 13:30:00,0,DLSU-BLAST,light_intensity,0,395.0
2212,2023-02-01 14:00:00,0,DLSU-BLAST,light_intensity,0,373.333
2236,2023-02-01 14:30:00,0,DLSU-BLAST,light_intensity,0,357.5
2260,2023-02-01 15:00:00,0,DLSU-BLAST,light_intensity,0,381.25
2284,2023-02-01 15:30:00,0,DLSU-BLAST,light_intensity,0,371.667
2308,2023-02-01 16:00:00,0,DLSU-BLAST,light_intensity,0,360.417
2332,2023-02-01 16:30:00,0,DLSU-BLAST,light_intensity,0,366.667
2356,2023-02-01 17:00:00,0,DLSU-BLAST,light_intensity,0,370.833
2380,2023-02-01 17:30:00,0,DLSU-BLAST,light_intensity,0,372.917
2404,2023-02-01 18:00:00,0,DLSU-BLAST,light_intensity,0,363.333
2428,2023-02-01 18:30:00,0,DLSU-BLAST,light_intensity,0,363.333
2452,2023-02-01 19:00:00,0,DLSU-BLAST,light_intensity,0,370.0
2476,2023-02-01 19:30:00,0,DLSU-BLAST,light_intensity,0,340.833
2500,2023-02-01 20:00:00,0,DLSU-BLAST,light_intensity,0,362.917
2524,2023-02-01 20:30:00,0,DLSU-BLAST,light_intensity,0,424.167
2548,2023-02-01 21:00:00,0,DLSU-BLAST,light_intensity,0,442.083
2572,2023-02-01 21:30:00,0,DLSU-BLAST,light_intensity,0,450.417
2596,2023-02-02 06:00:00,0,DLSU-BLAST,light_intensity,0,0.416667
2620,2023-02-02 06:30:00,0,DLSU-BLAST,light_intensity,0,292.5
2644,2023-02-02 07:00:00,0,DLSU-BLAST,light_intensity,0,229.167
2668,2023-02-02 07:30:00,0,DLSU-BLAST,light_intensity,0,305.417
2692,2023-02-02 08:00:00,0,DLSU-BLAST,light_intensity,0,301.667
2716,2023-02-02 08:30:00,0,DLSU-BLAST,light_intensity,0,372.083
2740,2023-02-02 09:00:00,0,DLSU-BLAST,light_intensity,0,467.5
2764,2023-02-02 09:30:00,0,DLSU-BLAST,light_intensity,0,355.833
2788,2023-02-02 10:00:00,0,DLSU-BLAST,light_intensity,0,459.167
2812,2023-02-02 10:30:00,0,DLSU-BLAST,light_intensity,0,446.667
2836,2023-02-02 11:00:00,0,DLSU-BLAST,light_intensity,0,305.417
2860,2023-02-02 16:27:00,0,DLSU-BLAST,light_intensity,0,1385.83
2887,2023-02-02 16:50:00,0,DLSU-BLAST,light_intensity,0,752.083
2915,2023-02-02 17:17:00,0,DLSU-BLAST,light_intensity,0,745.833
2941,2023-02-02 17:36:00,0,DLSU-BLAST,light_intensity,0,486.667
2965,2023-02-02 17:39:00,0,DLSU-BLAST,light_intensity,0,467.917
2989,2023-02-02 18:09:00,0,DLSU-BLAST,light_intensity,0,351.667
3013,2023-02-02 18:39:00,0,DLSU-BLAST,light_intensity,0,353.75
3037,2023-02-02 19:09:00,0,DLSU-BLAST,light_intensity,0,369.583
3061,2023-02-02 19:40:00,0,DLSU-BLAST,light_intensity,0,372.5
3085,2023-02-02 20:10:00,0,DLSU-BLAST,light_intensity,0,375.417
3109,2023-02-02 20:40:00,0,DLSU-BLAST,light_intensity,0,374.167
3133,2023-02-02 21:10:00,0,DLSU-BLAST,light_intensity,0,383.333
3157,2023-02-02 21:40:00,0,DLSU-BLAST,light_intensity,0,385.417
3181,2023-02-03 06:00:00,0,DLSU-BLAST,light_intensity,0,0.416667
3205,2023-02-03 06:30:00,0,DLSU-BLAST,light_intensity,0,364.583
3229,2023-02-03 07:00:00,0,DLSU-BLAST,light_intensity,0,386.25
3253,2023-02-03 07:30:00,0,DLSU-BLAST,light_intensity,0,435.833
3277,2023-02-03 08:00:00,0,DLSU-BLAST,light_intensity,0,556.25
3301,2023-02-03 08:30:00,0,DLSU-BLAST,light_intensity,0,532.083
3325,2023-02-03 09:00:00,0,DLSU-BLAST,light_intensity,0,567.083
3349,2023-02-03 09:30:00,0,DLSU-BLAST,light_intensity,0,486.25
3373,2023-02-03 10:00:00,0,DLSU-BLAST,light_intensity,0,561.667
3397,2023-02-03 10:30:00,0,DLSU-BLAST,light_intensity,0,550.833
3421,2023-02-03 11:00:00,0,DLSU-BLAST,light_intensity,0,511.25
3445,2023-02-03 11:30:00,0,DLSU-BLAST,light_intensity,0,432.5
3469,2023-02-03 12:00:00,0,DLSU-BLAST,light_intensity,0,445.833
3493,2023-02-03 12:30:00,0,DLSU-BLAST,light_intensity,0,450.833
3517,2023-02-03 13:00:00,0,DLSU-BLAST,light_intensity,0,375.833
3541,2023-02-03 13:30:00,0,DLSU-BLAST,light_intensity,0,467.5
3565,2023-02-03 14:00:00,0,DLSU-BLAST,light_intensity,0,390.0
3589,2023-02-03 14:30:00,0,DLSU-BLAST,light_intensity,0,377.5
3613,2023-02-03 15:00:00,0,DLSU-BLAST,light_intensity,0,355.0
3637,2023-02-03 15:30:00,0,DLSU-BLAST,light_intensity,0,425.833
3661,2023-02-03 16:00:00,0,DLSU-BLAST,light_intensity,0,376.25
3685,2023-02-03 16:30:00,0,DLSU-BLAST,light_intensity,0,338.333
3709,2023-02-03 17:00:00,0,DLSU-BLAST,light_intensity,0,347.5
3733,2023-02-03 17:30:00,0,DLSU-BLAST,light_intensity,0,322.083
3757,2023-02-03 18:00:00,0,DLSU-BLAST,light_intensity,0,309.167
3781,2023-02-03 18:30:00,0,DLSU-BLAST,light_intensity,0,325.417
3805,2023-02-03 19:00:00,0,DLSU-BLAST,light_intensity,0,330.0
3829,2023-02-03 19:30:00,0,DLSU-BLAST,light_intensity,0,335.833
3853,2023-02-03 20:00:00,0,DLSU-BLAST,light_intensity,0,340.833
3877,2023-02-03 20:30:00,0,DLSU-BLAST,light_intensity,0,341.667
3901,2023-02-03 21:00:00,0,DLSU-BLAST,light_intensity,0,341.667
3925,2023-02-03 21:30:00,0,DLSU-BLAST,light_intensity,0,347.5
3949,2023-02-04 06:00:00,0,DLSU-BLAST,light_intensity,0,0.0
3973,2023-02-04 06:30:00,0,DLSU-BLAST,light_intensity,0,357.5
3997,2023-02-04 07:00:00,0,DLSU-BLAST,light_intensity,0,406.25
4021,2023-02-04 07:30:00,0,DLSU-BLAST,light_intensity,0,441.667
4045,2023-02-04 08:00:00,0,DLSU-BLAST,light_intensity,0,451.667
4069,2023-02-04 08:30:00,0,DLSU-BLAST,light_intensity,0,315.0
4093,2023-02-04 09:00:00,0,DLSU-BLAST,light_intensity,0,355.0
4117,2023-02-04 09:30:00,0,DLSU-BLAST,light_intensity,0,416.667
4141,2023-02-04 10:00:00,0,DLSU-BLAST,light_intensity,0,335.417
4165,2023-02-04 10:30:00,0,DLSU-BLAST,light_intensity,0,294.583
4189,2023-02-04 11:00:00,0,DLSU-BLAST,light_intensity,0,256.667
4213,2023-02-04 11:30:00,0,DLSU-BLAST,light_intensity,0,203.75
4241,2023-02-04 19:11:00,0,DLSU-BLAST,light_intensity,0,144.167
4265,2023-02-04 19:41:00,0,DLSU-BLAST,light_intensity,0,107.917
4289,2023-02-04 20:11:00,0,DLSU-BLAST,light_intensity,0,97.9167
4313,2023-02-04 20:41:00,0,DLSU-BLAST,light_intensity,0,73.3333
4337,2023-02-04 21:11:00,0,DLSU-BLAST,light_intensity,0,74.5833
4361,2023-02-04 21:41:00,0,DLSU-BLAST,light_intensity,0,77.5
4385,2023-02-05 06:00:00,0,DLSU-BLAST,light_intensity,0,110.417
4409,2023-02-05 06:30:00,0,DLSU-BLAST,light_intensity,0,121.667
4433,2023-02-05 07:00:00,0,DLSU-BLAST,light_intensity,0,200.833
4457,2023-02-05 07:30:00,0,DLSU-BLAST,light_intensity,0,215.417
4481,2023-02-05 08:00:00,0,DLSU-BLAST,light_intensity,0,221.667
4505,2023-02-05 08:30:00,0,DLSU-BLAST,light_intensity,0,252.083
4529,2023-02-05 09:00:00,0,DLSU-BLAST,light_intensity,0,323.333
4553,2023-02-05 09:30:00,0,DLSU-BLAST,light_intensity,0,197.5
4577,2023-02-05 10:00:00,0,DLSU-BLAST,light_intensity,0,250.0
4601,2023-02-05 10:30:00,0,DLSU-BLAST,light_intensity,0,136.667
4625,2023-02-05 11:00:00,0,DLSU-BLAST,light_intensity,0,213.333
4649,2023-02-05 11:30:00,0,DLSU-BLAST,light_intensity,0,250.833
4673,2023-02-05 12:00:00,0,DLSU-BLAST,light_intensity,0,151.25
4697,2023-02-05 12:30:00,0,DLSU-BLAST,light_intensity,0,144.167
4721,2023-02-05 13:00:00,0,DLSU-BLAST,light_intensity,0,135.417
4745,2023-02-05 13:30:00,0,DLSU-BLAST,light_intensity,0,210.833
4769,2023-02-05 14:00:00,0,DLSU-BLAST,light_intensity,0,146.25
4793,2023-02-05 14:30:00,0,DLSU-BLAST,light_intensity,0,184.167
4817,2023-02-05 15:00:00,0,DLSU-BLAST,light_intensity,0,154.583
4841,2023-02-05 15:41:00,0,DLSU-BLAST,light_intensity,0,133.333
4865,2023-02-05 15:44:00,0,DLSU-BLAST,light_intensity,0,124.167
4889,2023-02-05 16:14:00,0,DLSU-BLAST,light_intensity,0,133.75
4913,2023-02-05 16:44:00,0,DLSU-BLAST,light_intensity,0,88.3333
4937,2023-02-05 17:14:00,0,DLSU-BLAST,light_intensity,0,75.4167
4961,2023-02-05 17:44:00,0,DLSU-BLAST,light_intensity,0,52.0833
4985,2023-02-05 18:14:00,0,DLSU-BLAST,light_intensity,0,42.0833
5009,2023-02-05 18:44:00,0,DLSU-BLAST,light_intensity,0,41.25
5033,2023-02-05 19:14:00,0,DLSU-BLAST,light_intensity,0,41.25
5057,2023-02-05 19:44:00,0,DLSU-BLAST,light_intensity,0,41.25
5081,2023-02-05 20:14:00,0,DLSU-BLAST,light_intensity,0,40.8333
5105,2023-02-05 20:44:00,0,DLSU-BLAST,light_intensity,0,39.5833
5129,2023-02-05 21:14:00,0,DLSU-BLAST,light_intensity,0,39.1667
5153,2023-02-05 21:44:00,0,DLSU-BLAST,light_intensity,0,37.9167
5177,2023-02-06 06:00:00,0,DLSU-BLAST,light_intensity,0,0.416667
5201,2023-02-06 06:30:00,0,DLSU-BLAST,light_intensity,0,72.5
5225,2023-02-06 07:00:00,0,DLSU-BLAST,light_intensity,0,126.25
5249,2023-02-06 07:30:00,0,DLSU-BLAST,light_intensity,0,223.75
5273,2023-02-06 08:00:00,0,DLSU-BLAST,light_intensity,0,247.917
5297,2023-02-06 08:30:00,0,DLSU-BLAST,light_intensity,0,277.083
5321,2023-02-06 09:00:00,0,DLSU-BLAST,light_intensity,0,290.833
5345,2023-02-06 09:30:00,0,DLSU-BLAST,light_intensity,0,299.583
5369,2023-02-06 10:00:00,0,DLSU-BLAST,light_intensity,0,200.833
5393,2023-02-06 18:00:00,0,DLSU-BLAST,light_intensity,0,55.0
5417,2023-02-06 18:30:00,0,DLSU-BLAST,light_intensity,0,53.75
5441,2023-02-06 19:00:00,0,DLSU-BLAST,light_intensity,0,52.5
5465,2023-02-06 19:30:00,0,DLSU-BLAST,light_intensity,0,51.6667
5489,2023-02-06 20:00:00,0,DLSU-BLAST,light_intensity,0,53.3333
5513,2023-02-06 20:30:00,0,DLSU-BLAST,light_intensity,0,54.1667
5537,2023-02-06 21:00:00,0,DLSU-BLAST,light_intensity,0,54.5833
5561,2023-02-06 21:30:00,0,DLSU-BLAST,light_intensity,0,56.25
5585,2023-02-07 06:00:00,0,DLSU-BLAST,light_intensity,0,133.333
5609,2023-02-07 06:30:00,0,DLSU-BLAST,light_intensity,0,90.8333
5633,2023-02-07 07:00:00,0,DLSU-BLAST,light_intensity,0,146.667
5657,2023-02-07 07:30:00,0,DLSU-BLAST,light_intensity,0,154.167
5681,2023-02-07 08:00:00,0,DLSU-BLAST,light_intensity,0,142.5
5705,2023-02-07 08:30:00,0,DLSU-BLAST,light_intensity,0,188.333
5729,2023-02-07 09:00:00,0,DLSU-BLAST,light_intensity,0,242.083
5753,2023-02-07 09:30:00,0,DLSU-BLAST,light_intensity,0,125.417
5777,2023-02-07 10:00:00,0,DLSU-BLAST,light_intensity,0,392.5
5801,2023-02-07 10:30:00,0,DLSU-BLAST,light_intensity,0,250.417
5825,2023-02-07 11:00:00,0,DLSU-BLAST,light_intensity,0,310.417
5849,2023-02-07 11:30:00,0,DLSU-BLAST,light_intensity,0,277.5
5873,2023-02-07 12:00:00,0,DLSU-BLAST,light_intensity,0,252.5
5897,2023-02-07 12:30:00,0,DLSU-BLAST,light_intensity,0,195.833
5921,2023-02-07 13:00:00,0,DLSU-BLAST,light_intensity,0,120.0
5945,2023-02-07 13:30:00,0,DLSU-BLAST,light_intensity,0,111.25
5969,2023-02-07 14:00:00,0,DLSU-BLAST,light_intensity,0,135.0
5993,2023-02-07 14:30:00,0,DLSU-BLAST,light_intensity,0,162.083
6017,2023-02-07 15:00:00,0,DLSU-BLAST,light_intensity,0,109.583
6041,2023-02-07 15:30:00,0,DLSU-BLAST,light_intensity,0,169.167
6065,2023-02-07 16:00:00,0,DLSU-BLAST,light_intensity,0,130.417
6089,2023-02-07 16:30:00,0,DLSU-BLAST,light_intensity,0,100.417
6113,2023-02-07 17:00:00,0,DLSU-BLAST,light_intensity,0,77.9167
6137,2023-02-08 06:00:00,0,DLSU-BLAST,light_intensity,0,0.416667
6161,2023-02-08 06:30:00,0,DLSU-BLAST,light_intensity,0,67.5
6185,2023-02-08 07:00:00,0,DLSU-BLAST,light_intensity,0,127.917
6209,2023-02-08 07:30:00,0,DLSU-BLAST,light_intensity,0,167.083
6233,2023-02-08 08:00:00,0,DLSU-BLAST,light_intensity,0,155.417
6257,2023-02-08 08:30:00,0,DLSU-BLAST,light_intensity,0,206.667
6281,2023-02-08 09:00:00,0,DLSU-BLAST,light_intensity,0,250.833
6305,2023-02-08 09:30:00,0,DLSU-BLAST,light_intensity,0,266.667
6329,2023-02-08 10:00:00,0,DLSU-BLAST,light_intensity,0,361.25
6353,2023-02-08 10:30:00,0,DLSU-BLAST,light_intensity,0,303.75
6377,2023-02-08 11:00:00,0,DLSU-BLAST,light_intensity,0,277.083
6401,2023-02-08 11:30:00,0,DLSU-BLAST,light_intensity,0,214.583
6425,2023-02-08 12:00:00,0,DLSU-BLAST,light_intensity,0,215.417
6449,2023-02-08 12:30:00,0,DLSU-BLAST,light_intensity,0,145.417
6473,2023-02-08 13:00:00,0,DLSU-BLAST,light_intensity,0,138.333
6497,2023-02-08 13:30:00,0,DLSU-BLAST,light_intensity,0,145.833
6521,2023-02-08 14:00:00,0,DLSU-BLAST,light_intensity,0,149.583
6545,2023-02-08 14:30:00,0,DLSU-BLAST,light_intensity,0,155.0
6569,2023-02-08 15:00:00,0,DLSU-BLAST,light_intensity,0,151.25
6593,2023-02-08 15:30:00,0,DLSU-BLAST,light_intensity,0,122.917
6617,2023-02-08 16:00:00,0,DLSU-BLAST,light_intensity,0,112.5
6641,2023-02-08 16:30:00,0,DLSU-BLAST,light_intensity,0,82.9167
6665,2023-02-08 17:00:00,0,DLSU-BLAST,light_intensity,0,55.8333
6689,2023-02-08 17:30:00,0,DLSU-BLAST,light_intensity,0,54.1667
6713,2023-02-08 18:00:00,0,DLSU-BLAST,light_intensity,0,42.0833
6737,2023-02-08 18:30:00,0,DLSU-BLAST,light_intensity,0,44.5833
6761,2023-02-08 19:00:00,0,DLSU-BLAST,light_intensity,0,47.9167
6785,2023-02-08 19:30:00,0,DLSU-BLAST,light_intensity,0,84.1667
6809,2023-02-08 20:00:00,0,DLSU-BLAST,light_intensity,0,51.25
6833,2023-02-08 20:30:00,0,DLSU-BLAST,light_intensity,0,52.5
6857,2023-02-08 21:00:00,0,DLSU-BLAST,light_intensity,0,52.5
6881,2023-02-08 21:30:00,0,DLSU-BLAST,light_intensity,0,53.3333
6905,2023-02-08 23:20:00,0,DLSU-BLAST,light_intensity,0,87.0833
6929,2023-02-08 23:21:00,0,DLSU-BLAST,light_intensity,0,83.75
6953,2023-02-08 23:24:00,0,DLSU-BLAST,light_intensity,0,79.5833
6976,2023-02-08 23:42:00,0,DLSU-BLAST,light_intensity,0,65.8333
7000,2023-02-08 23:44:00,0,DLSU-BLAST,light_intensity,0,72.9167
7025,2023-02-09 15:38:00,0,DLSU-BLAST,light_intensity,0,126.667
7049,2023-02-10 19:54:00,0,DLSU-BLAST,light_intensity,0,676.25
7073,2023-02-11 15:52:00,0,DLSU-BLAST,light_intensity,0,729.583
7097,2023-02-11 16:36:00,0,DLSU-BLAST,light_intensity,0,570.833
7121,2023-02-11 17:06:00,0,DLSU-BLAST,light_intensity,0,454.167
7145,2023-02-11 17:36:00,0,DLSU-BLAST,light_intensity,0,434.167
7169,2023-02-11 18:06:00,0,DLSU-BLAST,light_intensity,0,424.167
7193,2023-02-11 18:36:00,0,DLSU-BLAST,light_intensity,0,424.583
7217,2023-02-11 19:06:00,0,DLSU-BLAST,light_intensity,0,423.333
7241,2023-02-11 19:36:00,0,DLSU-BLAST,light_intensity,0,423.75
7265,2023-02-11 20:06:00,0,DLSU-BLAST,light_intensity,0,434.167
7289,2023-02-11 20:36:00,0,DLSU-BLAST,light_intensity,0,428.333
7313,2023-02-11 21:06:00,0,DLSU-BLAST,light_intensity,0,425.417
7337,2023-02-11 21:36:00,0,DLSU-BLAST,light_intensity,0,425.0
7376,2023-02-12 19:27:00,0,DLSU-BLAST,light_intensity,0,710.417
7399,2023-02-12 19:41:00,0,DLSU-BLAST,light_intensity,0,512.083
7422,2023-02-12 20:11:00,0,DLSU-BLAST,light_intensity,0,445.833
7445,2023-02-12 20:41:00,0,DLSU-BLAST,light_intensity,0,446.25
7468,2023-02-12 21:11:00,0,DLSU-BLAST,light_intensity,0,447.083
7491,2023-02-12 21:41:00,0,DLSU-BLAST,light_intensity,0,445.0
7514,2023-02-13 06:00:00,0,DLSU-BLAST,light_intensity,0,0.416667
7537,2023-02-13 06:30:00,0,DLSU-BLAST,light_intensity,0,461.25
7560,2023-02-13 07:00:00,0,DLSU-BLAST,light_intensity,0,478.333
7583,2023-02-13 07:30:00,0,DLSU-BLAST,light_intensity,0,499.167
7606,2023-02-13 08:00:00,0,DLSU-BLAST,light_intensity,0,489.167
7629,2023-02-13 08:30:00,0,DLSU-BLAST,light_intensity,0,527.083
7652,2023-02-13 09:00:00,0,DLSU-BLAST,light_intensity,0,575.0
7675,2023-02-13 09:30:00,0,DLSU-BLAST,light_intensity,0,617.083
7701,2023-02-13 09:33:00,0,DLSU-BLAST,light_intensity,0,707.083
7724,2023-02-13 10:03:00,0,DLSU-BLAST,light_intensity,0,546.667
7747,2023-02-13 10:33:00,0,DLSU-BLAST,light_intensity,0,595.833
7770,2023-02-13 11:03:00,0,DLSU-BLAST,light_intensity,0,520.833
7793,2023-02-13 11:33:00,0,DLSU-BLAST,light_intensity,0,606.25
7816,2023-02-13 12:03:00,0,DLSU-BLAST,light_intensity,0,557.5
7839,2023-02-13 12:33:00,0,DLSU-BLAST,light_intensity,0,572.5
7862,2023-02-13 13:03:00,0,DLSU-BLAST,light_intensity,0,514.167
7885,2023-02-13 13:33:00,0,DLSU-BLAST,light_intensity,0,527.5
7908,2023-02-13 14:03:00,0,DLSU-BLAST,light_intensity,0,499.583
7931,2023-02-13 14:33:00,0,DLSU-BLAST,light_intensity,0,487.083
7954,2023-02-13 15:03:00,0,DLSU-BLAST,light_intensity,0,529.167
7977,2023-02-13 15:33:00,0,DLSU-BLAST,light_intensity,0,445.417
8000,2023-02-13 16:03:00,0,DLSU-BLAST,light_intensity,0,433.333
8023,2023-02-13 16:33:00,0,DLSU-BLAST,light_intensity,0,441.25
8046,2023-02-13 17:03:00,0,DLSU-BLAST,light_intensity,0,442.083
8069,2023-02-13 17:33:00,0,DLSU-BLAST,light_intensity,0,427.083
8092,2023-02-13 18:03:00,0,DLSU-BLAST,light_intensity,0,415.417
8115,2023-02-13 18:33:00,0,DLSU-BLAST,light_intensity,0,415.417
8138,2023-02-13 19:03:00,0,DLSU-BLAST,light_intensity,0,410.833
8161,2023-02-13 19:33:00,0,DLSU-BLAST,light_intensity,0,416.25
8184,2023-02-13 20:03:00,0,DLSU-BLAST,light_intensity,0,433.75
8207,2023-02-13 20:33:00,0,DLSU-BLAST,light_intensity,0,435.0
8230,2023-02-13 21:03:00,0,DLSU-BLAST,light_intensity,0,434.583
8253,2023-02-13 21:33:00,0,DLSU-BLAST,light_intensity,0,434.167
8276,2023-02-14 06:00:00,0,DLSU-BLAST,light_intensity,0,0.416667
8299,2023-02-14 06:30:00,0,DLSU-BLAST,light_intensity,0,448.333
8322,2023-02-14 07:00:00,0,DLSU-BLAST,light_intensity,0,461.667
8345,2023-02-14 07:30:00,0,DLSU-BLAST,light_intensity,0,468.333
